report_date,year,quarter,0,1,2,3,4,5,6,7,8,9,10,11,13,14,16,17,18,19,20,21,22,23,24,27,28,29,30,31,32,34,35,36,37,38,43,44,45,47,48,49,50,51,52,53,54,55,56,57,60,61,62,66,67,68,69,75,76
20230630,2023,2,25387000000.0,88610000000.0,24312000000.0,25387000000.0,25216000000.0,452073000000.0,7568000000.0,44241000000.0,1.2,19.691281,2.279758,6.22,72.562916,28.650265,91.781273,1.2,1.2,1.308209,19.691281,16.730031,19.691364,2.279758,4.005822,10.514995,4.161444,0.555549,11.070545,4.566113,4.566113,6.22,6.643568,6.798283,6.752492,6.598818,0.469172,72.562916,28.650265,36.042207,0.469172,0.469172,25387000000.0,88610000000.0,25387000000.0,25216000000.0,-3.707809,14.935711,0.499277,0.499277,27.437083,1.742663,20.49917,91.781273,14.489951,12.167335,1321.137887,0.016375,10991.800248
20230331,2023,1,14602000000.0,45098000000.0,12265000000.0,14602000000.0,14469000000.0,446745000000.0,7568000000.0,109156000000.0,0.65,19.416726,5.624858,3.39,72.803672,32.378375,91.811703,0.65,0.65,0.75245,19.416726,16.481449,19.416808,5.624858,3.468463,10.245594,4.161393,0.555549,10.801143,2.32392,2.32392,3.39,3.875255,3.938306,3.902435,3.839957,0.270974,72.803672,32.378375,40.731296,0.270974,0.270974,14602000000.0,45098000000.0,14602000000.0,14469000000.0,-2.400069,13.634241,2.420417,2.420417,27.196327,7.475414,20.49872,91.811703,14.533881,12.212553,1329.389253,0.008368,10753.991196
20221231,2022,4,45516000000.0,179895000000.0,51114000000.0,45516000000.0,45407000000.0,434680000000.0,7568000000.0,134572000000.0,2.2,18.795011,6.934556,12.36,71.586758,25.301425,91.831647,2.2,2.2,2.34547,18.795011,15.77914,18.795091,6.934556,-0.149232,9.600381,4.164485,0.555549,10.155931,9.270071,9.270071,12.36,12.479163,13.188456,13.156872,12.449278,0.888733,71.586758,25.301425,31.949192,0.888733,0.888733,45516000000.0,179895000000.0,45516000000.0,45407000000.0,6.206053,25.2642,0.748058,0.748058,28.413241,2.956586,20.500235,91.831647,14.839612,12.242371,1339.827711,0.035125,10248.872508
20220930,2022,3,36659000000.0,138265000000.0,37810000000.0,36659000000.0,36597000000.0,425384000000.0,7568000000.0,92518000000.0,1.78,18.315984,4.767494,10.15,72.653961,26.513578,91.811874,1.78,1.78,1.889062,18.315984,15.413274,18.316061,4.767494,-1.726527,9.464804,4.164485,0.555549,10.020354,7.124858,7.124858,10.15,10.313695,10.767111,10.748901,10.296252,0.724735,72.653961,26.513578,33.482804,0.724735,0.724735,36659000000.0,138265000000.0,36659000000.0,36597000000.0,8.707445,25.824609,0.669135,0.669135,27.346038,2.523745,20.500086,91.811874,14.8566,12.212807,1341.928032,0.027334,9877.620909
20220630,2022,2,22088000000.0,92022000000.0,25216000000.0,22088000000.0,22042000000.0,412098000000.0,7568000000.0,150483000000.0,1.03,17.631351,7.754457,5.97,72.597857,24.002955,91.933527,1.03,1.03,1.138209,17.631351,14.871328,17.631425,7.754457,-0.902658,8.726218,4.164485,0.555549,9.281768,4.741935,4.741935,5.97,5.86,6.616561,6.602781,5.85,0.440431,72.597857,24.002955,30.385125,0.440431,0.440431,22088000000.0,92022000000.0,22088000000.0,22042000000.0,8.670288,25.621338,1.635293,1.635293,27.402142,6.812884,20.498146,91.933527,15.022894,12.396992,1372.679553,0.018349,9809.763317
20220331,2022,1,12850000000.0,46207000000.0,12544000000.0,12850000000.0,12873000000.0,406175000000.0,7568000000.0,147127000000.0,0.56,17.326136,7.581521,3.27,72.852598,27.809639,92.063715,0.56,0.56,0.662169,17.326136,14.685045,17.326209,7.581521,4.109038,8.492425,4.164485,0.555549,9.047974,2.381067,2.381067,3.27,3.821777,3.883729,3.890681,3.828617,0.255993,72.852598,27.809639,35.362607,0.255993,0.255993,12850000000.0,46207000000.0,12850000000.0,12873000000.0,10.574806,26.825898,3.184084,3.184084,27.147401,11.449571,20.600593,92.063715,15.171222,12.600354,1401.350262,0.009205,9777.085831
20211231,2021,4,36336000000.0,169383000000.0,49581000000.0,36336000000.0,36230000000.0,395448000000.0,7568000000.0,-192733000000.0,1.73,16.773369,-9.931619,10.85,70.728467,21.451975,91.964692,1.73,1.73,1.872418,16.773369,14.036895,16.773439,-9.931619,-2.768628,7.955116,4.164485,0.555549,8.510666,8.728382,8.728382,10.85,10.29,11.727134,11.692924,10.26,0.773938,70.728467,21.451975,27.148533,0.773938,0.773938,36336000000.0,169383000000.0,36336000000.0,36230000000.0,10.317046,25.608407,-1.137853,-1.137853,29.271532,-5.304188,20.800366,91.964692,15.152542,12.445074,1390.438212,0.036077,9978.456633
20210930,2021,3,29135000000.0,127190000000.0,36599000000.0,29135000000.0,28992000000.0,388858000000.0,7568000000.0,-125808000000.0,1.4,16.433783,-6.482943,8.86,71.224939,22.906675,91.987387,1.4,1.4,1.501346,16.433783,13.701741,16.433852,-6.482943,-0.214469,7.935741,4.164485,0.555549,8.491291,6.554158,6.554158,8.86,9.135691,9.504143,9.457495,9.090852,0.625108,71.224939,22.906675,28.955892,0.625108,0.625108,29135000000.0,127190000000.0,29135000000.0,28992000000.0,9.116022,30.078578,-0.989134,-0.989134,28.77506,-4.318105,20.800826,91.987387,15.204,12.480324,1399.818132,0.027289,9893.972639
20210630,2021,2,17583000000.0,84680000000.0,23980000000.0,17583000000.0,17511000000.0,377193000000.0,7568000000.0,-115972000000.0,0.8,15.83268,-5.976089,5.17,71.681624,20.764052,92.014578,0.8,0.8,0.906063,15.83268,13.110842,15.832747,-5.976089,0.987684,7.38117,4.164485,0.555549,7.93672,4.363598,4.363598,5.17,5.06,5.847006,5.823063,5.04,0.38257,71.681624,20.764052,26.47024,0.38257,0.38257,17583000000.0,84680000000.0,17583000000.0,17511000000.0,8.109488,28.549495,-1.369532,-1.369532,28.318375,-6.595689,21.297166,92.014578,15.283478,12.522819,1414.594351,0.018424,9769.521256
20210331,2021,1,10132000000.0,41788000000.0,12162000000.0,10132000000.0,10111000000.0,372617000000.0,7568000000.0,-11553000000.0,0.42,15.596877,-0.595331,2.72,70.89595,24.246195,91.851757,0.42,0.42,0.522108,15.596877,12.963516,15.596943,-0.595331,0.228846,7.177522,4.164485,0.555549,7.733072,2.153354,2.153354,2.72,3.347507,3.395101,3.388064,3.340568,0.224122,70.89595,24.246195,30.939504,0.224122,0.224122,10132000000.0,41788000000.0,10132000000.0,10111000000.0,10.182987,18.53065,-0.276466,-0.276466,29.104049,-1.140248,21.298741,91.851757,15.148423,12.272585,1387.75411,0.009243,9736.454484
20201231,2020,4,28928000000.0,153542000000.0,46215000000.0,28928000000.0,28840000000.0,364131000000.0,7568000000.0,-16161000000.0,1.4,15.159589,-0.832783,9.58,69.900743,18.840447,91.851183,1.4,1.4,1.490679,15.159589,12.559672,15.159653,-0.832783,5.14748,6.760074,4.164485,0.555549,7.315624,7.912089,7.912089,9.58,9.26,10.199886,10.168858,9.23,0.68814,69.900743,18.840447,24.038373,0.68814,0.68814,28928000000.0,153542000000.0,28928000000.0,28840000000.0,11.296191,2.599751,-0.105254,-0.105254,30.099256,-0.558662,21.29292,91.851183,14.822387,12.27172,1395.16124,0.036524,9856.359302
20200930,2020,3,22398000000.0,116564000000.0,33251000000.0,22398000000.0,22316000000.0,358771000000.0,7568000000.0,30698000000.0,1.11,14.883386,1.581881,7.63,71.47404,19.215195,91.746548,1.11,1.11,1.154183,14.883386,12.343656,14.883449,1.581881,5.875141,6.733175,4.164485,0.555549,7.288725,6.006595,6.006595,7.63,7.754815,7.972776,7.943587,7.726424,0.540623,71.47404,19.215195,24.812978,0.540623,0.540623,22398000000.0,116564000000.0,22398000000.0,22316000000.0,13.215097,-5.177596,0.263357,0.263357,28.525959,1.370568,22.299313,91.746548,14.747377,12.116143,1380.809273,0.028135,9596.520237
20200630,2020,2,13678000000.0,78328000000.0,22178000000.0,13678000000.0,13586000000.0,351397000000.0,7568000000.0,-25666000000.0,0.66,14.503401,-1.32258,4.59,71.685731,17.462465,91.5906,0.66,0.66,0.704836,14.503401,11.99397,14.503462,-1.32258,0.958311,6.283829,4.164485,0.555549,6.839379,4.036277,4.036277,4.59,4.55,4.93356,4.900376,4.52,0.336992,71.685731,17.462465,22.544939,0.336992,0.336992,13678000000.0,78328000000.0,13678000000.0,13586000000.0,15.47863,-11.199117,-0.327673,-0.327673,28.314268,-1.876443,22.226644,91.5906,14.639977,11.891456,1359.80963,0.019298,9327.34501
20200331,2020,1,8548000000.0,37926000000.0,11000000000.0,8548000000.0,8506000000.0,352355000000.0,7568000000.0,18006000000.0,0.4,14.552767,0.926981,2.77,70.99615,22.538627,91.473146,0.4,0.4,0.440484,14.552767,12.15253,14.552828,0.926981,-0.062764,6.237452,4.164485,0.555549,6.793002,1.954344,1.954344,2.77,3.026794,3.077886,3.062763,3.011922,0.21181,70.99615,22.538627,28.998576,0.21181,0.21181,8548000000.0,37926000000.0,8548000000.0,8506000000.0,16.781623,14.799892,0.474318,0.474318,29.003849,2.104468,21.993064,91.473146,14.531327,11.727655,1338.454592,0.009397,9576.848599
