日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价（期货）,保证金,当日盈亏,今手数,盈亏占比,仓位占比
2022-06-22,基金,10年地债(511270.XSHG),多,5200股,5200股,107.666,559863.2,37336.19,100.486,-,0,135.2,0股,7.15%,975977.92,57.36%
2022-06-22,基金,纳指ETF(513100.XSHG),多,84100股,84100股,0.802,67448.2,-10535.67,0.927,-,0,-252.3,0股,-13.51%,975977.92,6.91%
2022-06-22,基金,黄金ETF(518880.XSHG),多,29300股,29300股,3.849,112775.7,-1703.5,3.907,-,0,-87.9,0股,-1.49%,975977.92,11.56%
2022-06-22,股票,长江电力(600900.XSHG),多,2300股,2300股,23.2,53360,6488.46,20.379,-,0,115,0股,13.84%,975977.92,5.47%
2022-06-22,股票,农业银行(601288.XSHG),多,43800股,43800股,3.01,131838,1059.83,2.986,-,0,0,0股,0.81%,975977.92,13.51%
2022-06-22,,Cash,,,,,3340.62,,,,,,,,0
2022-06-23,基金,豆粕ETF华夏(159985.XSHE),多,29800股,29800股,1.517,45206.6,12866.47,1.085,-,0,-2145.6,0股,39.78%,975300.92,4.64%
2022-06-23,基金,10年地债(511270.XSHG),多,5200股,5200股,107.67,559884,37356.99,100.486,-,0,20.8,0股,7.15%,975300.92,57.41%
2022-06-23,基金,纳指ETF(513100.XSHG),多,84100股,84100股,0.815,68541.5,-9442.37,0.927,-,0,1093.3,0股,-12.11%,975300.92,7.03%
2022-06-23,基金,黄金ETF(518880.XSHG),多,29300股,29300股,3.854,112922.2,-1557,3.907,-,0,146.5,0股,-1.36%,975300.92,11.58%
2022-06-23,股票,长江电力(600900.XSHG),多,2300股,2300股,23.1,53130,6258.46,20.379,-,0,-230,0股,13.35%,975300.92,5.45%
2022-06-23,股票,农业银行(601288.XSHG),多,43800股,43800股,3.02,132276,1497.83,2.986,-,0,438,0股,1.15%,975300.92,13.56%
2022-06-23,,Cash,,,,,3340.62,,,,,,,,0
2022-06-24,基金,豆粕ETF华夏(159985.XSHE),多,29800股,29800股,1.494,44521.2,12181.07,1.085,-,0,-685.4,0股,37.67%,974701.92,4.57%
2022-06-24,基金,10年地债(511270.XSHG),多,5200股,5200股,107.658,559821.6,37294.59,100.486,-,0,-62.4,0股,7.14%,974701.92,57.44%
2022-06-24,基金,纳指ETF(513100.XSHG),多,84100股,84100股,0.824,69298.4,-8685.47,0.927,-,0,756.9,0股,-11.14%,974701.92,7.11%
2022-06-24,基金,黄金ETF(518880.XSHG),多,29300股,29300股,3.827,112131.1,-2348.1,3.907,-,0,-791.1,0股,-2.05%,974701.92,11.5%
2022-06-24,股票,长江电力(600900.XSHG),多,2300股,2300股,23.37,53751,6879.46,20.379,-,0,621,0股,14.68%,974701.92,5.51%
2022-06-24,股票,农业银行(601288.XSHG),多,43800股,43800股,3.01,131838,1059.83,2.986,-,0,-438,0股,0.81%,974701.92,13.53%
2022-06-24,,Cash,,,,,3340.62,,,,,,,,0
2022-06-27,基金,豆粕ETF华夏(159985.XSHE),多,29800股,29800股,1.511,45027.8,12687.67,1.085,-,0,506.6,0股,39.23%,975740.02,4.61%
2022-06-27,基金,10年地债(511270.XSHG),多,5200股,5200股,107.43,558636,36108.99,100.486,-,0,-1185.6,0股,6.91%,975740.02,57.25%
2022-06-27,基金,纳指ETF(513100.XSHG),多,84100股,84100股,0.837,70391.7,-7592.17,0.927,-,0,1093.3,0股,-9.74%,975740.02,7.21%
2022-06-27,基金,黄金ETF(518880.XSHG),多,29300股,29300股,3.853,112892.9,-1586.3,3.907,-,0,761.8,0股,-1.39%,975740.02,11.57%
2022-06-27,股票,长江电力(600900.XSHG),多,2300股,2300股,23.31,53613,6741.46,20.379,-,0,-138,0股,14.38%,975740.02,5.49%
2022-06-27,股票,农业银行(601288.XSHG),多,43800股,43800股,3.01,131838,1059.83,2.986,-,0,0,0股,0.81%,975740.02,13.51%
2022-06-27,,Cash,,,,,3340.62,,,,,,,,0
2022-06-28,基金,豆粕ETF华夏(159985.XSHE),多,29800股,29800股,1.539,45862.2,13522.07,1.085,-,0,834.4,0股,41.81%,974747.42,4.71%
2022-06-28,基金,10年地债(511270.XSHG),多,5200股,5200股,107.431,558641.2,36114.19,100.486,-,0,5.2,0股,6.91%,974747.42,57.31%
2022-06-28,基金,纳指ETF(513100.XSHG),多,84100股,84100股,0.828,69634.8,-8349.07,0.927,-,0,-756.9,0股,-10.71%,974747.42,7.14%
2022-06-28,基金,黄金ETF(518880.XSHG),多,29300股,29300股,3.832,112277.6,-2201.6,3.907,-,0,-615.3,0股,-1.92%,974747.42,11.52%
2022-06-28,股票,长江电力(600900.XSHG),多,2300股,2300股,23.11,53153,6281.46,20.379,-,0,-460,0股,13.4%,974747.42,5.45%
2022-06-28,股票,农业银行(601288.XSHG),多,43800股,43800股,3.01,131838,1059.83,2.986,-,0,0,0股,0.81%,974747.42,13.53%
2022-06-28,,Cash,,,,,3340.62,,,,,,,,0
2022-06-29,基金,豆粕ETF华夏(159985.XSHE),多,29800股,29800股,1.531,45623.8,13283.67,1.085,-,0,-238.4,0股,41.07%,972814.52,4.69%
2022-06-29,基金,10年地债(511270.XSHG),多,5200股,5200股,107.421,558589.2,36062.19,100.486,-,0,-52,0股,6.9%,972814.52,57.42%
2022-06-29,基金,纳指ETF(513100.XSHG),多,84100股,84100股,0.806,67784.6,-10199.27,0.927,-,0,-1850.2,0股,-13.08%,972814.52,6.97%
2022-06-29,基金,黄金ETF(518880.XSHG),多,29300股,29300股,3.821,111955.3,-2523.9,3.907,-,0,-322.3,0股,-2.2%,972814.52,11.51%
2022-06-29,股票,长江电力(600900.XSHG),多,2300股,2300股,23.15,53245,6373.46,20.379,-,0,92,0股,13.6%,972814.52,5.47%
2022-06-29,股票,农业银行(601288.XSHG),多,43800股,43800股,3.02,132276,1497.83,2.986,-,0,438,0股,1.15%,972814.52,13.6%
2022-06-29,,Cash,,,,,3340.62,,,,,,,,0
2022-06-30,基金,豆粕ETF华夏(159985.XSHE),多,29800股,29800股,1.542,45951.6,13611.47,1.085,-,0,327.8,0股,42.09%,972564.92,4.72%
2022-06-30,基金,10年地债(511270.XSHG),多,5200股,5200股,107.421,558589.2,36062.19,100.486,-,0,0,0股,6.9%,972564.92,57.43%
2022-06-30,基金,纳指ETF(513100.XSHG),多,84100股,84100股,0.801,67364.1,-10619.77,0.927,-,0,-420.5,0股,-13.62%,972564.92,6.93%
2022-06-30,基金,黄金ETF(518880.XSHG),多,29300股,29300股,3.818,111867.4,-2611.8,3.907,-,0,-87.9,0股,-2.28%,972564.92,11.5%
2022-06-30,股票,长江电力(600900.XSHG),多,2300股,2300股,23.12,53176,6304.46,20.379,-,0,-69,0股,13.45%,972564.92,5.47%
2022-06-30,股票,农业银行(601288.XSHG),多,43800股,43800股,3.02,132276,1497.83,2.986,-,0,0,0股,1.15%,972564.92,13.6%
2022-06-30,,Cash,,,,,3340.62,,,,,,,,0
2022-07-01,基金,豆粕ETF华夏(159985.XSHE),多,29800股,29800股,1.527,45504.6,13164.47,1.085,-,0,-447,0股,40.71%,973181.92,4.68%
2022-07-01,基金,10年地债(511270.XSHG),多,5200股,5200股,107.403,558495.6,35968.59,100.486,-,0,-93.6,0股,6.88%,973181.92,57.39%
2022-07-01,基金,纳指ETF(513100.XSHG),多,84100股,84100股,0.799,67195.9,-10787.97,0.927,-,0,-168.2,0股,-13.83%,973181.92,6.9%
2022-07-01,基金,黄金ETF(518880.XSHG),多,29300股,29300股,3.784,110871.2,-3608,3.907,-,0,-996.2,0股,-3.15%,973181.92,11.39%
2022-07-01,股票,长江电力(600900.XSHG),多,2300股,2300股,24.32,55936,9064.46,20.379,-,0,2760,0股,19.34%,973181.92,5.75%
2022-07-01,股票,农业银行(601288.XSHG),多,43800股,43800股,3.01,131838,1059.83,2.986,-,0,-438,0股,0.81%,973181.92,13.55%
2022-07-01,,Cash,,,,,3340.62,,,,,,,,0
2022-07-04,基金,豆粕ETF华夏(159985.XSHE),多,29800股,29800股,1.51,44998,12657.87,1.085,-,0,-506.6,0股,39.14%,974083.52,4.62%
2022-07-04,基金,10年地债(511270.XSHG),多,5200股,5200股,107.432,558646.4,36119.39,100.486,-,0,150.8,0股,6.91%,974083.52,57.35%
2022-07-04,基金,纳指ETF(513100.XSHG),多,84100股,84100股,0.802,67448.2,-10535.67,0.927,-,0,252.3,0股,-13.51%,974083.52,6.92%
2022-07-04,基金,黄金ETF(518880.XSHG),多,29300股,29300股,3.801,111369.3,-3109.9,3.907,-,0,498.1,0股,-2.72%,974083.52,11.43%
2022-07-04,股票,长江电力(600900.XSHG),多,2300股,2300股,24.35,56005,9133.46,20.379,-,0,69,0股,19.49%,974083.52,5.75%
2022-07-04,股票,农业银行(601288.XSHG),多,43800股,43800股,3.02,132276,1497.83,2.986,-,0,438,0股,1.15%,974083.52,13.58%
2022-07-04,,Cash,,,,,3340.62,,,,,,,,0
2022-07-05,基金,豆粕ETF华夏(159985.XSHE),多,29800股,29800股,1.514,45117.2,12777.07,1.085,-,0,119.2,0股,39.51%,975149.72,4.63%
2022-07-05,基金,10年地债(511270.XSHG),多,5200股,5200股,107.407,558516.4,35989.39,100.486,-,0,-130,0股,6.89%,975149.72,57.27%
2022-07-05,基金,纳指ETF(513100.XSHG),多,84100股,84100股,0.814,68457.4,-9526.47,0.927,-,0,1009.2,0股,-12.22%,975149.72,7.02%
2022-07-05,基金,黄金ETF(518880.XSHG),多,29300股,29300股,3.797,111252.1,-3227.1,3.907,-,0,-117.2,0股,-2.82%,975149.72,11.41%
2022-07-05,股票,长江电力(600900.XSHG),多,2300股,2300股,24.24,55752,8880.46,20.379,-,0,-253,0股,18.95%,975149.72,5.72%
2022-07-05,股票,农业银行(601288.XSHG),多,43800股,43800股,3.03,132714,1935.83,2.986,-,0,438,0股,1.48%,975149.72,13.61%
2022-07-05,,Cash,,,,,3340.62,,,,,,,,0
2022-07-06,基金,豆粕ETF华夏(159985.XSHE),多,29800股,29800股,1.499,44670.2,12330.07,1.085,-,0,-447,0股,38.13%,972042.02,4.6%
2022-07-06,基金,10年地债(511270.XSHG),多,5200股,5200股,107.384,558396.8,35869.79,100.486,-,0,-119.6,0股,6.86%,972042.02,57.45%
2022-07-06,基金,纳指ETF(513100.XSHG),多,84100股,84100股,0.819,68877.9,-9105.97,0.927,-,0,420.5,0股,-11.68%,972042.02,7.09%
2022-07-06,基金,黄金ETF(518880.XSHG),多,29300股,29300股,3.725,109142.5,-5336.7,3.907,-,0,-2109.6,0股,-4.66%,972042.02,11.23%
2022-07-06,股票,长江电力(600900.XSHG),多,2300股,2300股,24.06,55338,8466.46,20.379,-,0,-414,0股,18.06%,972042.02,5.69%
2022-07-06,股票,农业银行(601288.XSHG),多,43800股,43800股,3.02,132276,1497.83,2.986,-,0,-438,0股,1.15%,972042.02,13.61%
2022-07-06,,Cash,,,,,3340.62,,,,,,,,0
2022-07-07,基金,豆粕ETF华夏(159985.XSHE),多,29800股,29800股,1.531,45623.8,13283.67,1.085,-,0,953.6,0股,41.07%,972508.52,4.69%
2022-07-07,基金,10年地债(511270.XSHG),多,5200股,5200股,107.387,558412.4,35885.39,100.486,-,0,15.6,0股,6.87%,972508.52,57.42%
2022-07-07,基金,纳指ETF(513100.XSHG),多,84100股,84100股,0.829,69718.9,-8264.97,0.927,-,0,841,0股,-10.6%,972508.52,7.17%
2022-07-07,基金,黄金ETF(518880.XSHG),多,29300股,29300股,3.676,107706.8,-6772.4,3.907,-,0,-1435.7,0股,-5.92%,972508.52,11.08%
2022-07-07,股票,长江电力(600900.XSHG),多,2300股,2300股,24.1,55430,8558.46,20.379,-,0,92,0股,18.26%,972508.52,5.7%
2022-07-07,股票,农业银行(601288.XSHG),多,43800股,43800股,3.02,132276,1497.83,2.986,-,0,0,0股,1.15%,972508.52,13.6%
2022-07-07,,Cash,,,,,3340.62,,,,,,,,0
2022-07-08,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.541,44689,13217.06,1.085,-,0,290,0股,42%,973747.4,4.59%
2022-07-08,基金,10年地债(511270.XSHG),多,5300股,5300股,107.387,569151.1,35883.89,100.616,-,0,-1.5,100股,6.73%,973747.4,58.45%
2022-07-08,基金,纳指ETF(513100.XSHG),多,81900股,81900股,0.835,68386.5,-7548.53,0.927,-,0,490.4,100股,-9.94%,973747.4,7.02%
2022-07-08,基金,黄金ETF(518880.XSHG),多,28300股,28300股,3.669,103832.7,-6739.36,3.907,-,0,-198.1,0股,-6.09%,973747.4,10.66%
2022-07-08,股票,长江电力(600900.XSHG),多,2300股,2300股,24.2,55660,8788.46,20.379,-,0,230,0股,18.75%,973747.4,5.72%
2022-07-08,股票,农业银行(601288.XSHG),多,43000股,43000股,3.03,130290,1900.47,2.986,-,0,430,0股,1.48%,973747.4,13.38%
2022-07-08,,Cash,,,,,1738.1,,,,,,,,0
2022-07-11,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.578,45762,14290.06,1.085,-,0,1073,0股,45.41%,975820,4.69%
2022-07-11,基金,10年地债(511270.XSHG),多,5300股,5300股,107.39,569167,35899.79,100.616,-,0,15.9,0股,6.73%,975820,58.33%
2022-07-11,基金,纳指ETF(513100.XSHG),多,81900股,81900股,0.828,67813.2,-8121.83,0.927,-,0,-573.3,0股,-10.7%,975820,6.95%
2022-07-11,基金,黄金ETF(518880.XSHG),多,28300股,28300股,3.669,103832.7,-6739.36,3.907,-,0,0,0股,-6.09%,975820,10.64%
2022-07-11,股票,长江电力(600900.XSHG),多,2300股,2300股,24.69,56787,9915.46,20.379,-,0,1127,0股,21.15%,975820,5.82%
2022-07-11,股票,农业银行(601288.XSHG),多,43000股,43000股,3.04,130720,2330.47,2.986,-,0,430,0股,1.82%,975820,13.4%
2022-07-11,,Cash,,,,,1738.1,,,,,,,,0
2022-07-12,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.571,45559,14087.06,1.085,-,0,-203,0股,44.76%,975141.9,4.67%
2022-07-12,基金,10年地债(511270.XSHG),多,5300股,5300股,107.4,569220,35952.79,100.616,-,0,53,0股,6.74%,975141.9,58.37%
2022-07-12,基金,纳指ETF(513100.XSHG),多,81900股,81900股,0.816,66830.4,-9104.63,0.927,-,0,-982.8,0股,-11.99%,975141.9,6.85%
2022-07-12,基金,黄金ETF(518880.XSHG),多,28300股,28300股,3.668,103804.4,-6767.66,3.907,-,0,-28.3,0股,-6.12%,975141.9,10.65%
2022-07-12,股票,长江电力(600900.XSHG),多,2300股,2300股,24.9,57270,10398.46,20.379,-,0,483,0股,22.19%,975141.9,5.87%
2022-07-12,股票,农业银行(601288.XSHG),多,43000股,43000股,3.04,130720,2330.47,2.986,-,0,0,0股,1.82%,975141.9,13.41%
2022-07-12,,Cash,,,,,1738.1,,,,,,,,0
2022-07-13,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.543,44747,13275.06,1.085,-,0,-812,0股,42.18%,973030.2,4.6%
2022-07-13,基金,10年地债(511270.XSHG),多,5300股,5300股,107.408,569262.4,35995.19,100.616,-,0,42.4,0股,6.75%,973030.2,58.5%
2022-07-13,基金,纳指ETF(513100.XSHG),多,81900股,81900股,0.821,67239.9,-8695.13,0.927,-,0,409.5,0股,-11.45%,973030.2,6.91%
2022-07-13,基金,黄金ETF(518880.XSHG),多,28300股,28300股,3.646,103181.8,-7390.26,3.907,-,0,-622.6,0股,-6.68%,973030.2,10.6%
2022-07-13,股票,长江电力(600900.XSHG),多,2300股,2300股,24.97,57431,10559.46,20.379,-,0,161,0股,22.53%,973030.2,5.9%
2022-07-13,股票,农业银行(601288.XSHG),多,43000股,43000股,3.01,129430,1040.47,2.986,-,0,-1290,0股,0.81%,973030.2,13.3%
2022-07-13,,Cash,,,,,1738.1,,,,,,,,0
2022-07-14,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.563,45327,13855.06,1.085,-,0,580,0股,44.02%,970450,4.67%
2022-07-14,基金,10年地债(511270.XSHG),多,5300股,5300股,107.48,569644,36376.79,100.616,-,0,381.6,0股,6.82%,970450,58.7%
2022-07-14,基金,纳指ETF(513100.XSHG),多,81900股,81900股,0.812,66502.8,-9432.23,0.927,-,0,-737.1,0股,-12.42%,970450,6.85%
2022-07-14,基金,黄金ETF(518880.XSHG),多,28300股,28300股,3.647,103210.1,-7361.96,3.907,-,0,28.3,0股,-6.66%,970450,10.64%
2022-07-14,股票,长江电力(600900.XSHG),多,2300股,2300股,24.86,57178,10306.46,20.379,-,0,-253,0股,21.99%,970450,5.89%
2022-07-14,股票,农业银行(601288.XSHG),多,43000股,43000股,2.95,126850,-1539.53,2.986,-,0,-2580,0股,-1.2%,970450,13.07%
2022-07-14,,Cash,,,,,1738.1,,,,,,,,0
2022-07-15,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.543,44747,13275.06,1.085,-,0,-580,0股,42.18%,968509.52,4.62%
2022-07-15,基金,10年地债(511270.XSHG),多,5300股,5300股,107.66,570598,37330.79,100.616,-,0,954,0股,7%,968509.52,58.92%
2022-07-15,基金,纳指ETF(513100.XSHG),多,81900股,81900股,0.821,67239.9,-8695.13,0.927,-,0,737.1,0股,-11.45%,968509.52,6.94%
2022-07-15,基金,黄金ETF(518880.XSHG),多,28300股,28300股,3.622,102502.6,-8069.46,3.907,-,0,-707.5,0股,-7.3%,968509.52,10.58%
2022-07-15,股票,长江电力(600900.XSHG),多,2300股,2300股,24.3,55890,9018.46,20.379,-,0,-1288,0股,19.24%,968509.52,5.77%
2022-07-15,股票,农业银行(601288.XSHG),多,43000股,43000股,2.76,118680,-817.13,2.779,-,0,722.4,0股,-0.68%,968509.52,12.25%
2022-07-15,,Cash,,,,,8852.02,,,,,,,,0
2022-07-18,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.569,45501,14029.06,1.085,-,0,754,0股,44.58%,974738.82,4.67%
2022-07-18,基金,10年地债(511270.XSHG),多,5300股,5300股,107.708,570852.4,37585.19,100.616,-,0,254.4,0股,7.05%,974738.82,58.56%
2022-07-18,基金,纳指ETF(513100.XSHG),多,81900股,81900股,0.841,68877.9,-7057.13,0.927,-,0,1638,0股,-9.29%,974738.82,7.07%
2022-07-18,基金,黄金ETF(518880.XSHG),多,28300股,28300股,3.635,102870.5,-7701.56,3.907,-,0,367.9,0股,-6.97%,974738.82,10.55%
2022-07-18,股票,长江电力(600900.XSHG),多,2300股,2300股,24.95,57385,10513.46,20.379,-,0,1495,0股,22.43%,974738.82,5.89%
2022-07-18,股票,农业银行(601288.XSHG),多,43000股,43000股,2.8,120400,902.87,2.779,-,0,1720,0股,0.76%,974738.82,12.35%
2022-07-18,,Cash,,,,,8852.02,,,,,,,,0
2022-07-19,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.538,44602,13130.06,1.085,-,0,-899,0股,41.72%,974665.42,4.58%
2022-07-19,基金,10年地债(511270.XSHG),多,5300股,5300股,107.724,570937.2,37669.99,100.616,-,0,84.8,0股,7.06%,974665.42,58.58%
2022-07-19,基金,纳指ETF(513100.XSHG),多,81900股,81900股,0.829,67895.1,-8039.93,0.927,-,0,-982.8,0股,-10.59%,974665.42,6.97%
2022-07-19,基金,黄金ETF(518880.XSHG),多,28300股,28300股,3.627,102644.1,-7927.96,3.907,-,0,-226.4,0股,-7.17%,974665.42,10.53%
2022-07-19,股票,长江电力(600900.XSHG),多,2300股,2300股,25.05,57615,10743.46,20.379,-,0,230,0股,22.92%,974665.42,5.91%
2022-07-19,股票,农业银行(601288.XSHG),多,43000股,43000股,2.84,122120,2622.87,2.779,-,0,1720,0股,2.19%,974665.42,12.53%
2022-07-19,,Cash,,,,,8852.02,,,,,,,,0
2022-07-20,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.504,43616,12144.06,1.085,-,0,-986,0股,38.59%,975968.82,4.47%
2022-07-20,基金,10年地债(511270.XSHG),多,5300股,5300股,107.7,570810,37542.79,100.616,-,0,-127.2,0股,7.04%,975968.82,58.49%
2022-07-20,基金,纳指ETF(513100.XSHG),多,81900股,81900股,0.856,70106.4,-5828.63,0.927,-,0,2211.3,0股,-7.68%,975968.82,7.18%
2022-07-20,基金,黄金ETF(518880.XSHG),多,28300股,28300股,3.628,102672.4,-7899.66,3.907,-,0,28.3,0股,-7.14%,975968.82,10.52%
2022-07-20,股票,长江电力(600900.XSHG),多,2300股,2300股,24.94,57362,10490.46,20.379,-,0,-253,0股,22.38%,975968.82,5.88%
2022-07-20,股票,农业银行(601288.XSHG),多,43000股,43000股,2.85,122550,3052.87,2.779,-,0,430,0股,2.55%,975968.82,12.56%
2022-07-20,,Cash,,,,,8852.02,,,,,,,,0
2022-07-21,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.509,43761,12289.06,1.085,-,0,145,0股,39.05%,973916.87,4.49%
2022-07-21,基金,10年地债(511270.XSHG),多,5300股,5300股,107.727,570953.1,37685.89,100.616,-,0,143.1,0股,7.07%,973916.87,58.62%
2022-07-21,基金,纳指ETF(513100.XSHG),多,81900股,81900股,0.861,70515.9,-5419.13,0.927,-,0,409.5,0股,-7.14%,973916.87,7.24%
2022-07-21,基金,黄金ETF(518880.XSHG),多,28300股,28300股,3.599,101851.7,-8720.36,3.907,-,0,-820.7,0股,-7.89%,973916.87,10.46%
2022-07-21,股票,长江电力(600900.XSHG),多,2300股,2300股,24.01,55223,10226.65,19.564,-,0,-263.81,0股,22.73%,973916.87,5.67%
2022-07-21,股票,农业银行(601288.XSHG),多,43000股,43000股,2.82,121260,1762.87,2.779,-,0,-1290,0股,1.48%,973916.87,12.45%
2022-07-21,,Cash,,,,,10352.17,,,,,,,,0
2022-07-22,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.485,43065,11593.06,1.085,-,0,-696,0股,36.84%,977113.77,4.41%
2022-07-22,基金,10年地债(511270.XSHG),多,5300股,5300股,107.801,571345.3,38078.09,100.616,-,0,392.2,0股,7.14%,977113.77,58.47%
2022-07-22,基金,纳指ETF(513100.XSHG),多,81900股,81900股,0.867,71007.3,-4927.73,0.927,-,0,491.4,0股,-6.49%,977113.77,7.27%
2022-07-22,基金,黄金ETF(518880.XSHG),多,28300股,28300股,3.65,103295,-7277.06,3.907,-,0,1443.3,0股,-6.58%,977113.77,10.57%
2022-07-22,股票,长江电力(600900.XSHG),多,2300股,2300股,24.13,55499,10502.65,19.564,-,0,276,0股,23.34%,977113.77,5.68%
2022-07-22,股票,农业银行(601288.XSHG),多,43000股,43000股,2.85,122550,3052.87,2.779,-,0,1290,0股,2.55%,977113.77,12.54%
2022-07-22,,Cash,,,,,10352.17,,,,,,,,0
2022-07-25,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.497,43413,11941.06,1.085,-,0,348,0股,37.94%,977184.27,4.44%
2022-07-25,基金,10年地债(511270.XSHG),多,5300股,5300股,107.812,571403.6,38136.39,100.616,-,0,58.3,0股,7.15%,977184.27,58.47%
2022-07-25,基金,纳指ETF(513100.XSHG),多,81900股,81900股,0.854,69942.6,-5992.43,0.927,-,0,-1064.7,0股,-7.89%,977184.27,7.16%
2022-07-25,基金,黄金ETF(518880.XSHG),多,28300股,28300股,3.663,103662.9,-6909.16,3.907,-,0,367.9,0股,-6.25%,977184.27,10.61%
2022-07-25,股票,长江电力(600900.XSHG),多,2300股,2300股,24.1,55430,10433.65,19.564,-,0,-69,0股,23.19%,977184.27,5.67%
2022-07-25,股票,农业银行(601288.XSHG),多,43000股,43000股,2.86,122980,3482.87,2.779,-,0,430,0股,2.91%,977184.27,12.59%
2022-07-25,,Cash,,,,,10352.17,,,,,,,,0
2022-07-26,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.539,44631,13159.06,1.085,-,0,1218,0股,41.81%,978409.87,4.56%
2022-07-26,基金,10年地债(511270.XSHG),多,5300股,5300股,107.864,571679.2,38411.99,100.616,-,0,275.6,0股,7.2%,978409.87,58.43%
2022-07-26,基金,纳指ETF(513100.XSHG),多,81900股,81900股,0.849,69533.1,-6401.93,0.927,-,0,-409.5,0股,-8.43%,978409.87,7.11%
2022-07-26,基金,黄金ETF(518880.XSHG),多,28300股,28300股,3.668,103804.4,-6767.66,3.907,-,0,141.5,0股,-6.12%,978409.87,10.61%
2022-07-26,股票,长江电力(600900.XSHG),多,2300股,2300股,24.1,55430,10433.65,19.564,-,0,0,0股,23.19%,978409.87,5.67%
2022-07-26,股票,农业银行(601288.XSHG),多,43000股,43000股,2.86,122980,3482.87,2.779,-,0,0,0股,2.91%,978409.87,12.57%
2022-07-26,,Cash,,,,,10352.17,,,,,,,,0
2022-07-27,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.55,44950,13478.06,1.085,-,0,319,0股,42.83%,977496.97,4.6%
2022-07-27,基金,10年地债(511270.XSHG),多,5300股,5300股,107.92,571976,38708.79,100.616,-,0,296.8,0股,7.26%,977496.97,58.51%
2022-07-27,基金,纳指ETF(513100.XSHG),多,81900股,81900股,0.849,69533.1,-6401.93,0.927,-,0,0,0股,-8.43%,977496.97,7.11%
2022-07-27,基金,黄金ETF(518880.XSHG),多,28300股,28300股,3.659,103549.7,-7022.36,3.907,-,0,-254.7,0股,-6.35%,977496.97,10.59%
2022-07-27,股票,长江电力(600900.XSHG),多,2300股,2300股,23.92,55016,10019.65,19.564,-,0,-414,0股,22.27%,977496.97,5.63%
2022-07-27,股票,农业银行(601288.XSHG),多,43000股,43000股,2.84,122120,2622.87,2.779,-,0,-860,0股,2.19%,977496.97,12.49%
2022-07-27,,Cash,,,,,10352.17,,,,,,,,0
2022-07-28,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.564,45356,13884.06,1.085,-,0,406,0股,44.12%,980241.07,4.63%
2022-07-28,基金,10年地债(511270.XSHG),多,5300股,5300股,107.854,571626.2,38358.99,100.616,-,0,-349.8,0股,7.19%,980241.07,58.31%
2022-07-28,基金,纳指ETF(513100.XSHG),多,81900股,81900股,0.864,70761.6,-5173.43,0.927,-,0,1228.5,0股,-6.81%,980241.07,7.22%
2022-07-28,基金,黄金ETF(518880.XSHG),多,28300股,28300股,3.697,104625.1,-5946.96,3.907,-,0,1075.4,0股,-5.38%,980241.07,10.67%
2022-07-28,股票,长江电力(600900.XSHG),多,2300股,2300股,23.9,54970,9973.65,19.564,-,0,-46,0股,22.17%,980241.07,5.61%
2022-07-28,股票,农业银行(601288.XSHG),多,43000股,43000股,2.85,122550,3052.87,2.779,-,0,430,0股,2.55%,980241.07,12.5%
2022-07-28,,Cash,,,,,10352.17,,,,,,,,0
2022-07-29,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.572,45588,14116.06,1.085,-,0,232,0股,44.85%,984367.77,4.63%
2022-07-29,基金,10年地债(511270.XSHG),多,5300股,5300股,107.949,572129.7,38862.49,100.616,-,0,503.5,0股,7.29%,984367.77,58.12%
2022-07-29,基金,纳指ETF(513100.XSHG),多,81900股,81900股,0.888,72727.2,-3207.83,0.927,-,0,1965.6,0股,-4.22%,984367.77,7.39%
2022-07-29,基金,黄金ETF(518880.XSHG),多,28300股,28300股,3.749,106096.7,-4475.36,3.907,-,0,1471.6,0股,-4.05%,984367.77,10.78%
2022-07-29,股票,长江电力(600900.XSHG),多,2300股,2300股,23.88,54924,9927.65,19.564,-,0,-46,0股,22.06%,984367.77,5.58%
2022-07-29,股票,农业银行(601288.XSHG),多,43000股,43000股,2.85,122550,3052.87,2.779,-,0,0,0股,2.55%,984367.77,12.45%
2022-07-29,,Cash,,,,,10352.17,,,,,,,,0
2022-08-01,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.579,45791,14319.06,1.085,-,0,203,0股,45.5%,984568.27,4.65%
