日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价（期货）,保证金,当日盈亏,今手数,盈亏占比,仓位占比
2022-11-09,基金,黄金ETF(518880.XSHG),多,32700股,32700股,3.945,129001.5,1847.72,3.888,-,0,3466.2,0股,1.45%,988148.18,13.05%
2022-11-09,股票,长江电力(600900.XSHG),多,2400股,2400股,20.12,48288,416.38,19.947,-,0,168,0股,0.87%,988148.18,4.89%
2022-11-09,股票,农业银行(601288.XSHG),多,39000股,39000股,2.75,107250,-1020.98,2.776,-,0,780,0股,-0.94%,988148.18,10.85%
2022-11-09,,Cash,,,,,166.08,,,,,,,,0
2022-11-10,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.868,54172,19343.38,1.201,-,0,551,0股,55.54%,987560.38,5.49%
2022-11-10,基金,10年地债(511270.XSHG),多,5400股,5400股,108.378,585241.2,44326.41,100.169,-,0,205.2,0股,8.19%,987560.38,59.26%
2022-11-10,基金,纳指ETF(513100.XSHG),多,79200股,79200股,0.808,63993.6,-8946.81,0.921,-,0,-792,0股,-12.27%,987560.38,6.48%
2022-11-10,基金,黄金ETF(518880.XSHG),多,32700股,32700股,3.925,128347.5,1193.72,3.888,-,0,-654,0股,0.94%,987560.38,13%
2022-11-10,股票,长江电力(600900.XSHG),多,2400股,2400股,20,48000,128.38,19.947,-,0,-288,0股,0.27%,987560.38,4.86%
2022-11-10,股票,农业银行(601288.XSHG),多,39000股,39000股,2.76,107640,-630.98,2.776,-,0,390,0股,-0.58%,987560.38,10.9%
2022-11-10,,Cash,,,,,166.08,,,,,,,,0
2022-11-11,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.838,53302,18473.38,1.201,-,0,-870,0股,53.04%,993110.08,5.37%
2022-11-11,基金,10年地债(511270.XSHG),多,5400股,5400股,108.312,584884.8,43970.01,100.169,-,0,-356.4,0股,8.13%,993110.08,58.89%
2022-11-11,基金,纳指ETF(513100.XSHG),多,79200股,79200股,0.854,67636.8,-5303.61,0.921,-,0,3643.2,0股,-7.27%,993110.08,6.81%
2022-11-11,基金,黄金ETF(518880.XSHG),多,32700股,32700股,3.952,129230.4,2076.62,3.888,-,0,882.9,0股,1.63%,993110.08,13.01%
2022-11-11,股票,长江电力(600900.XSHG),多,2400股,2400股,20.45,49080,1208.38,19.947,-,0,1080,0股,2.52%,993110.08,4.94%
2022-11-11,股票,农业银行(601288.XSHG),多,39000股,39000股,2.79,108810,539.02,2.776,-,0,1170,0股,0.5%,993110.08,10.96%
2022-11-11,,Cash,,,,,166.08,,,,,,,,0
2022-11-14,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.807,52403,17574.38,1.201,-,0,-899,0股,50.46%,988353.38,5.3%
2022-11-14,基金,10年地债(511270.XSHG),多,5400股,5400股,107.974,583059.6,42144.81,100.169,-,0,-1825.2,0股,7.79%,988353.38,58.99%
2022-11-14,基金,纳指ETF(513100.XSHG),多,79200股,79200股,0.848,67161.6,-5778.81,0.921,-,0,-475.2,0股,-7.92%,988353.38,6.8%
2022-11-14,基金,黄金ETF(518880.XSHG),多,32700股,32700股,3.913,127955.1,801.32,3.888,-,0,-1275.3,0股,0.63%,988353.38,12.95%
2022-11-14,股票,长江电力(600900.XSHG),多,2400股,2400股,20.17,48408,536.38,19.947,-,0,-672,0股,1.12%,988353.38,4.9%
2022-11-14,股票,农业银行(601288.XSHG),多,39000股,39000股,2.8,109200,929.02,2.776,-,0,390,0股,0.86%,988353.38,11.05%
2022-11-14,,Cash,,,,,166.08,,,,,,,,0
2022-11-15,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.804,52316,17487.38,1.201,-,0,-87,0股,50.21%,991004.78,5.28%
2022-11-15,基金,10年地债(511270.XSHG),多,5400股,5400股,107.884,582573.6,41658.81,100.169,-,0,-486,0股,7.7%,991004.78,58.79%
2022-11-15,基金,纳指ETF(513100.XSHG),多,79200股,79200股,0.855,67716,-5224.41,0.921,-,0,554.4,0股,-7.16%,991004.78,6.83%
2022-11-15,基金,黄金ETF(518880.XSHG),多,32700股,32700股,3.933,128609.1,1455.32,3.888,-,0,654,0股,1.14%,991004.78,12.98%
2022-11-15,股票,长江电力(600900.XSHG),多,2400股,2400股,21.01,50424,2552.38,19.947,-,0,2016,0股,5.33%,991004.78,5.09%
2022-11-15,股票,农业银行(601288.XSHG),多,39000股,39000股,2.8,109200,929.02,2.776,-,0,0,0股,0.86%,991004.78,11.02%
2022-11-15,,Cash,,,,,166.08,,,,,,,,0
2022-11-16,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.813,52577,17748.38,1.201,-,0,261,0股,50.96%,991998.68,5.3%
2022-11-16,基金,10年地债(511270.XSHG),多,5400股,5400股,107.859,582438.6,41523.81,100.169,-,0,-135,0股,7.68%,991998.68,58.71%
2022-11-16,基金,纳指ETF(513100.XSHG),多,79200股,79200股,0.861,68191.2,-4749.21,0.921,-,0,475.2,0股,-6.51%,991998.68,6.87%
2022-11-16,基金,黄金ETF(518880.XSHG),多,32700股,32700股,3.954,129295.8,2142.02,3.888,-,0,686.7,0股,1.68%,991998.68,13.03%
2022-11-16,股票,长江电力(600900.XSHG),多,2400股,2400股,21.05,50520,2648.38,19.947,-,0,96,0股,5.53%,991998.68,5.09%
2022-11-16,股票,农业银行(601288.XSHG),多,39000股,39000股,2.79,108810,539.02,2.776,-,0,-390,0股,0.5%,991998.68,10.97%
2022-11-16,,Cash,,,,,166.08,,,,,,,,0
2022-11-17,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.803,52287,17458.38,1.201,-,0,-290,0股,50.13%,992411.88,5.27%
2022-11-17,基金,10年地债(511270.XSHG),多,5400股,5400股,107.945,582903,41988.21,100.169,-,0,464.4,0股,7.76%,992411.88,58.74%
2022-11-17,基金,纳指ETF(513100.XSHG),多,79200股,79200股,0.856,67795.2,-5145.21,0.921,-,0,-396,0股,-7.05%,992411.88,6.83%
2022-11-17,基金,黄金ETF(518880.XSHG),多,32700股,32700股,3.958,129426.6,2272.82,3.888,-,0,130.8,0股,1.79%,992411.88,13.04%
2022-11-17,股票,长江电力(600900.XSHG),多,2400股,2400股,21.26,51024,3152.38,19.947,-,0,504,0股,6.59%,992411.88,5.14%
2022-11-17,股票,农业银行(601288.XSHG),多,39000股,39000股,2.79,108810,539.02,2.776,-,0,0,0股,0.5%,992411.88,10.96%
2022-11-17,,Cash,,,,,166.08,,,,,,,,0
2022-11-18,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.787,51823,16994.38,1.201,-,0,-464,0股,48.79%,991442.08,5.23%
2022-11-18,基金,10年地债(511270.XSHG),多,5400股,5400股,108.025,583335,42420.21,100.169,-,0,432,0股,7.84%,991442.08,58.84%
2022-11-18,基金,纳指ETF(513100.XSHG),多,79200股,79200股,0.853,67557.6,-5382.81,0.921,-,0,-237.6,0股,-7.38%,991442.08,6.81%
2022-11-18,基金,黄金ETF(518880.XSHG),多,32700股,32700股,3.952,129230.4,2076.62,3.888,-,0,-196.2,0股,1.63%,991442.08,13.03%
2022-11-18,股票,长江电力(600900.XSHG),多,2400股,2400股,21.05,50520,2648.38,19.947,-,0,-504,0股,5.53%,991442.08,5.1%
2022-11-18,股票,农业银行(601288.XSHG),多,39000股,39000股,2.79,108810,539.02,2.776,-,0,0,0股,0.5%,991442.08,10.97%
2022-11-18,,Cash,,,,,166.08,,,,,,,,0
2022-11-21,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.796,52084,17255.38,1.201,-,0,261,0股,49.54%,992631.28,5.25%
2022-11-21,基金,10年地债(511270.XSHG),多,5400股,5400股,108.32,584928,44013.21,100.169,-,0,1593,0股,8.14%,992631.28,58.93%
2022-11-21,基金,纳指ETF(513100.XSHG),多,79200股,79200股,0.85,67320,-5620.41,0.921,-,0,-237.6,0股,-7.71%,992631.28,6.78%
2022-11-21,基金,黄金ETF(518880.XSHG),多,32700股,32700股,3.936,128707.2,1553.42,3.888,-,0,-523.2,0股,1.22%,992631.28,12.97%
2022-11-21,股票,长江电力(600900.XSHG),多,2400股,2400股,21.09,50616,2744.38,19.947,-,0,96,0股,5.73%,992631.28,5.1%
2022-11-21,股票,农业银行(601288.XSHG),多,39000股,39000股,2.79,108810,539.02,2.776,-,0,0,0股,0.5%,992631.28,10.96%
2022-11-21,,Cash,,,,,166.08,,,,,,,,0
2022-11-22,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.81,52490,17661.38,1.201,-,0,406,0股,50.71%,993750.68,5.28%
2022-11-22,基金,10年地债(511270.XSHG),多,5400股,5400股,108.319,584922.6,44007.81,100.169,-,0,-5.4,0股,8.14%,993750.68,58.86%
2022-11-22,基金,纳指ETF(513100.XSHG),多,79200股,79200股,0.843,66765.6,-6174.81,0.921,-,0,-554.4,0股,-8.47%,993750.68,6.72%
2022-11-22,基金,黄金ETF(518880.XSHG),多,32700股,32700股,3.932,128576.4,1422.62,3.888,-,0,-130.8,0股,1.12%,993750.68,12.94%
2022-11-22,股票,长江电力(600900.XSHG),多,2400股,2400股,21.35,51240,3368.38,19.947,-,0,624,0股,7.04%,993750.68,5.16%
2022-11-22,股票,农业银行(601288.XSHG),多,39000股,39000股,2.81,109590,1319.02,2.776,-,0,780,0股,1.22%,993750.68,11.03%
2022-11-22,,Cash,,,,,166.08,,,,,,,,0
2022-11-23,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.831,53099,18270.38,1.201,-,0,609,0股,52.46%,997323.08,5.32%
2022-11-23,基金,10年地债(511270.XSHG),多,5400股,5400股,108.5,585900,44985.21,100.169,-,0,977.4,0股,8.32%,997323.08,58.75%
2022-11-23,基金,纳指ETF(513100.XSHG),多,79200股,79200股,0.853,67557.6,-5382.81,0.921,-,0,792,0股,-7.38%,997323.08,6.77%
2022-11-23,基金,黄金ETF(518880.XSHG),多,32700股,32700股,3.932,128576.4,1422.62,3.888,-,0,0,0股,1.12%,997323.08,12.89%
2022-11-23,股票,长江电力(600900.XSHG),多,2400股,2400股,21.36,51264,3392.38,19.947,-,0,24,0股,7.09%,997323.08,5.14%
2022-11-23,股票,农业银行(601288.XSHG),多,39000股,39000股,2.84,110760,2489.02,2.776,-,0,1170,0股,2.3%,997323.08,11.11%
2022-11-23,,Cash,,,,,166.08,,,,,,,,0
2022-11-24,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.851,53679,18850.38,1.201,-,0,580,0股,54.12%,999070.38,5.37%
2022-11-24,基金,10年地债(511270.XSHG),多,5400股,5400股,108.542,586126.8,45212.01,100.169,-,0,226.8,0股,8.36%,999070.38,58.67%
2022-11-24,基金,纳指ETF(513100.XSHG),多,79200股,79200股,0.863,68349.6,-4590.81,0.921,-,0,792,0股,-6.29%,999070.38,6.84%
2022-11-24,基金,黄金ETF(518880.XSHG),多,32700股,32700股,3.947,129066.9,1913.12,3.888,-,0,490.5,0股,1.5%,999070.38,12.92%
2022-11-24,股票,长江电力(600900.XSHG),多,2400股,2400股,21.38,51312,3440.38,19.947,-,0,48,0股,7.19%,999070.38,5.14%
2022-11-24,股票,农业银行(601288.XSHG),多,39000股,39000股,2.83,110370,2099.02,2.776,-,0,-390,0股,1.94%,999070.38,11.05%
2022-11-24,,Cash,,,,,166.08,,,,,,,,0
2022-11-25,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.868,54172,19343.38,1.201,-,0,493,0股,55.54%,1003181.38,5.4%
2022-11-25,基金,10年地债(511270.XSHG),多,5400股,5400股,108.63,586602,45687.21,100.169,-,0,475.2,0股,8.45%,1003181.38,58.47%
2022-11-25,基金,纳指ETF(513100.XSHG),多,79200股,79200股,0.865,68508,-4432.41,0.921,-,0,158.4,0股,-6.08%,1003181.38,6.83%
2022-11-25,基金,黄金ETF(518880.XSHG),多,32700股,32700股,3.959,129459.3,2305.52,3.888,-,0,392.4,0股,1.81%,1003181.38,12.9%
2022-11-25,股票,长江电力(600900.XSHG),多,2400股,2400股,21.81,52344,4472.38,19.947,-,0,1032,0股,9.34%,1003181.38,5.22%
2022-11-25,股票,农业银行(601288.XSHG),多,39000股,39000股,2.87,111930,3659.02,2.776,-,0,1560,0股,3.38%,1003181.38,11.16%
2022-11-25,,Cash,,,,,166.08,,,,,,,,0
2022-11-28,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.836,53244,18415.38,1.201,-,0,-928,0股,52.87%,1000621.68,5.32%
2022-11-28,基金,10年地债(511270.XSHG),多,5400股,5400股,108.681,586877.4,45962.61,100.169,-,0,275.4,0股,8.5%,1000621.68,58.65%
2022-11-28,基金,纳指ETF(513100.XSHG),多,79200股,79200股,0.854,67636.8,-5303.61,0.921,-,0,-871.2,0股,-7.27%,1000621.68,6.76%
2022-11-28,基金,黄金ETF(518880.XSHG),多,32700股,32700股,3.962,129557.4,2403.62,3.888,-,0,98.1,0股,1.89%,1000621.68,12.95%
2022-11-28,股票,长江电力(600900.XSHG),多,2400股,2400股,21.5,51600,3728.38,19.947,-,0,-744,0股,7.79%,1000621.68,5.16%
2022-11-28,股票,农业银行(601288.XSHG),多,39000股,39000股,2.86,111540,3269.02,2.776,-,0,-390,0股,3.02%,1000621.68,11.15%
2022-11-28,,Cash,,,,,166.08,,,,,,,,0
2022-11-29,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.852,53708,18879.38,1.201,-,0,464,0股,54.21%,1000149.98,5.37%
2022-11-29,基金,10年地债(511270.XSHG),多,5400股,5400股,108.517,585991.8,45077.01,100.169,-,0,-885.6,0股,8.33%,1000149.98,58.59%
2022-11-29,基金,纳指ETF(513100.XSHG),多,79200股,79200股,0.852,67478.4,-5462.01,0.921,-,0,-158.4,0股,-7.49%,1000149.98,6.75%
2022-11-29,基金,黄金ETF(518880.XSHG),多,32700股,32700股,3.951,129197.7,2043.92,3.888,-,0,-359.7,0股,1.61%,1000149.98,12.92%
2022-11-29,股票,长江电力(600900.XSHG),多,2400股,2400股,21.37,51288,3416.38,19.947,-,0,-312,0股,7.14%,1000149.98,5.13%
2022-11-29,股票,农业银行(601288.XSHG),多,39000股,39000股,2.88,112320,4049.02,2.776,-,0,780,0股,3.74%,1000149.98,11.23%
2022-11-29,,Cash,,,,,166.08,,,,,,,,0
2022-11-30,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.868,54172,19343.38,1.201,-,0,464,0股,55.54%,999859.48,5.42%
2022-11-30,基金,10年地债(511270.XSHG),多,5400股,5400股,108.633,586618.2,45703.41,100.169,-,0,626.4,0股,8.45%,999859.48,58.67%
2022-11-30,基金,纳指ETF(513100.XSHG),多,79200股,79200股,0.842,66686.4,-6254.01,0.921,-,0,-792,0股,-8.57%,999859.48,6.67%
2022-11-30,基金,黄金ETF(518880.XSHG),多,32700股,32700股,3.944,128968.8,1815.02,3.888,-,0,-228.9,0股,1.43%,999859.48,12.9%
2022-11-30,股票,长江电力(600900.XSHG),多,2400股,2400股,21.22,50928,3056.38,19.947,-,0,-360,0股,6.38%,999859.48,5.09%
2022-11-30,股票,农业银行(601288.XSHG),多,39000股,39000股,2.88,112320,4049.02,2.776,-,0,0,0股,3.74%,999859.48,11.23%
2022-11-30,,Cash,,,,,166.08,,,,,,,,0
2022-12-01,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.861,53969,19140.38,1.201,-,0,-203,0股,54.96%,1000720.88,5.39%
2022-12-01,基金,10年地债(511270.XSHG),多,5400股,5400股,108.525,586035,45120.21,100.169,-,0,-583.2,0股,8.34%,1000720.88,58.56%
2022-12-01,基金,纳指ETF(513100.XSHG),多,79200股,79200股,0.868,68745.6,-4194.81,0.921,-,0,2059.2,0股,-5.75%,1000720.88,6.87%
2022-12-01,基金,黄金ETF(518880.XSHG),多,32700股,32700股,3.956,129361.2,2207.42,3.888,-,0,392.4,0股,1.74%,1000720.88,12.93%
2022-12-01,股票,长江电力(600900.XSHG),多,2400股,2400股,21.21,50904,3032.38,19.947,-,0,-24,0股,6.33%,1000720.88,5.09%
2022-12-01,股票,农业银行(601288.XSHG),多,39000股,39000股,2.86,111540,3269.02,2.776,-,0,-780,0股,3.02%,1000720.88,11.15%
2022-12-01,,Cash,,,,,166.08,,,,,,,,0
2022-12-02,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.858,53882,19053.38,1.201,-,0,-87,0股,54.71%,1000126.58,5.39%
2022-12-02,基金,10年地债(511270.XSHG),多,5400股,5400股,108.294,584787.6,43872.81,100.169,-,0,-1247.4,0股,8.11%,1000126.58,58.47%
2022-12-02,基金,纳指ETF(513100.XSHG),多,79200股,79200股,0.863,68349.6,-4590.81,0.921,-,0,-396,0股,-6.29%,1000126.58,6.83%
2022-12-02,基金,黄金ETF(518880.XSHG),多,32700股,32700股,3.979,130113.3,2959.52,3.888,-,0,752.1,0股,2.33%,1000126.58,13.01%
2022-12-02,股票,长江电力(600900.XSHG),多,2400股,2400股,21.37,51288,3416.38,19.947,-,0,384,0股,7.14%,1000126.58,5.13%
2022-12-02,股票,农业银行(601288.XSHG),多,39000股,39000股,2.86,111540,3269.02,2.776,-,0,0,0股,3.02%,1000126.58,11.15%
2022-12-02,,Cash,,,,,166.08,,,,,,,,0
2022-12-05,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.844,53476,18647.38,1.201,-,0,-406,0股,53.54%,998211.28,5.36%
2022-12-05,基金,10年地债(511270.XSHG),多,5400股,5400股,108.086,583664.4,42749.61,100.169,-,0,-1123.2,0股,7.9%,998211.28,58.47%
2022-12-05,基金,纳指ETF(513100.XSHG),多,79200股,79200股,0.854,67636.8,-5303.61,0.921,-,0,-712.8,0股,-7.27%,998211.28,6.78%
2022-12-05,基金,黄金ETF(518880.XSHG),多,32700股,32700股,3.94,128838,1684.22,3.888,-,0,-1275.3,0股,1.32%,998211.28,12.91%
2022-12-05,股票,长江电力(600900.XSHG),多,2400股,2400股,21.55,51720,3848.38,19.947,-,0,432,0股,8.04%,998211.28,5.18%
2022-12-05,股票,农业银行(601288.XSHG),多,39000股,39000股,2.89,112710,4439.02,2.776,-,0,1170,0股,4.1%,998211.28,11.29%
2022-12-05,,Cash,,,,,166.08,,,,,,,,0
2022-12-06,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.857,53853,19024.38,1.201,-,0,377,0股,54.62%,995848.08,5.41%
2022-12-06,基金,10年地债(511270.XSHG),多,5400股,5400股,108.104,583761.6,42846.81,100.169,-,0,97.2,0股,7.92%,995848.08,58.62%
2022-12-06,基金,纳指ETF(513100.XSHG),多,79200股,79200股,0.844,66844.8,-6095.61,0.921,-,0,-792,0股,-8.36%,995848.08,6.71%
2022-12-06,基金,黄金ETF(518880.XSHG),多,32700股,32700股,3.898,127464.6,310.82,3.888,-,0,-1373.4,0股,0.24%,995848.08,12.8%
2022-12-06,股票,长江电力(600900.XSHG),多,2400股,2400股,21.27,51048,3176.38,19.947,-,0,-672,0股,6.64%,995848.08,5.13%
2022-12-06,股票,农业银行(601288.XSHG),多,39000股,39000股,2.89,112710,4439.02,2.776,-,0,0,0股,4.1%,995848.08,11.32%
2022-12-06,,Cash,,,,,166.08,,,,,,,,0
2022-12-07,基金,豆粕ETF华夏(159985.XSHE),多,29000股,29000股,1.878,54462,19633.38,1.201,-,0,609,0股,56.37%,994125.48,5.48%
2022-12-07,基金,10年地债(511270.XSHG),多,5400股,5400股,108.032,583372.8,42458.01,100.169,-,0,-388.8,0股,7.85%,994125.48,58.68%
2022-12-07,基金,纳指ETF(513100.XSHG),多,79200股,79200股,0.835,66132,-6808.41,0.921,-,0,-712.8,0股,-9.33%,994125.48,6.65%
2022-12-07,基金,黄金ETF(518880.XSHG),多,32700股,32700股,3.898,127464.6,310.82,3.888,-,0,0,0股,0.24%,994125.48,12.82%
2022-12-07,股票,长江电力(600900.XSHG),多,2400股,2400股,20.92,50208,2336.38,19.947,-,0,-840,0股,4.88%,994125.48,5.05%
2022-12-07,股票,农业银行(601288.XSHG),多,39000股,39000股,2.88,112320,4049.02,2.776,-,0,-390,0股,3.74%,994125.48,11.3%
2022-12-07,,Cash,,,,,166.08,,,,,,,,0
2022-12-08,基金,豆粕ETF华夏(159985.XSHE),多,31000股,31000股,1.925,59675,21030.38,1.247,-,0,1397,2000股,54.42%,996748.5,5.99%
2022-12-08,基金,10年地债(511270.XSHG),多,5200股,5200股,108.1,562120,41239.09,100.169,-,0,353.6,0股,7.92%,996748.5,56.4%
2022-12-08,基金,纳指ETF(513100.XSHG),多,88800股,88800股,0.832,73881.6,-7036.41,0.911,-,0,-228,9600股,-8.7%,996748.5,7.41%
2022-12-08,基金,黄金ETF(518880.XSHG),多,35300股,35300股,3.91,138023,703.22,3.89,-,0,392.4,2600股,0.51%,996748.5,13.85%
2022-12-08,股票,长江电力(600900.XSHG),多,2400股,2400股,20.9,50160,2288.38,19.947,-,0,-48,0股,4.78%,996748.5,5.03%
2022-12-08,股票,农业银行(601288.XSHG),多,38800股,38800股,2.9,112520,4804.26,2.776,-,0,776,0股,4.46%,996748.5,11.29%
2022-12-08,,Cash,,,,,368.9,,,,,,,,0
2022-12-09,基金,豆粕ETF华夏(159985.XSHE),多,31000股,31000股,1.944,60264,21619.38,1.247,-,0,589,0股,55.94%,998048.5,6.04%
2022-12-09,基金,10年地债(511270.XSHG),多,5200股,5200股,108.19,562588,41707.09,100.169,-,0,468,0股,8.01%,998048.5,56.37%
2022-12-09,基金,纳指ETF(513100.XSHG),多,88800股,88800股,0.833,73970.4,-6947.61,0.911,-,0,88.8,0股,-8.59%,998048.5,7.41%
2022-12-09,基金,黄金ETF(518880.XSHG),多,35300股,35300股,3.924,138517.2,1197.42,3.89,-,0,494.2,0股,0.87%,998048.5,13.88%
2022-12-09,股票,长江电力(600900.XSHG),多,2400股,2400股,20.92,50208,2336.38,19.947,-,0,48,0股,4.88%,998048.5,5.03%
2022-12-09,股票,农业银行(601288.XSHG),多,38800股,38800股,2.89,112132,4416.26,2.776,-,0,-388,0股,4.1%,998048.5,11.24%
2022-12-09,,Cash,,,,,368.9,,,,,,,,0
2022-12-12,基金,豆粕ETF华夏(159985.XSHE),多,31000股,31000股,1.914,59334,20689.38,1.247,-,0,-930,0股,53.54%,994629.8,5.97%
2022-12-12,基金,10年地债(511270.XSHG),多,5200股,5200股,108.203,562655.6,41774.69,100.169,-,0,67.6,0股,8.02%,994629.8,56.57%
2022-12-12,基金,纳指ETF(513100.XSHG),多,88800股,88800股,0.825,73260,-7658.01,0.911,-,0,-710.4,0股,-9.46%,994629.8,7.37%
2022-12-12,基金,黄金ETF(518880.XSHG),多,35300股,35300股,3.921,138411.3,1091.52,3.89,-,0,-105.9,0股,0.79%,994629.8,13.92%
2022-12-12,股票,长江电力(600900.XSHG),多,2400股,2400股,20.68,49632,1760.38,19.947,-,0,-576,0股,3.68%,994629.8,4.99%
2022-12-12,股票,农业银行(601288.XSHG),多,38800股,38800股,2.86,110968,3252.26,2.776,-,0,-1164,0股,3.02%,994629.8,11.16%
2022-12-12,,Cash,,,,,368.9,,,,,,,,0
2022-12-13,基金,豆粕ETF华夏(159985.XSHE),多,31000股,31000股,1.909,59179,20534.38,1.247,-,0,-155,0股,53.14%,995759.9,5.94%
2022-12-13,基金,10年地债(511270.XSHG),多,5200股,5200股,108.077,562000.4,41119.49,100.169,-,0,-655.2,0股,7.89%,995759.9,56.44%
2022-12-13,基金,纳指ETF(513100.XSHG),多,88800股,88800股,0.838,74414.4,-6503.61,0.911,-,0,1154.4,0股,-8.04%,995759.9,7.47%
2022-12-13,基金,黄金ETF(518880.XSHG),多,35300股,35300股,3.924,138517.2,1197.42,3.89,-,0,105.9,0股,0.87%,995759.9,13.91%
2022-12-13,股票,长江电力(600900.XSHG),多,2400股,2400股,20.64,49536,1664.38,19.947,-,0,-96,0股,3.48%,995759.9,4.97%
2022-12-13,股票,农业银行(601288.XSHG),多,38800股,38800股,2.88,111744,4028.26,2.776,-,0,776,0股,3.74%,995759.9,11.22%
2022-12-13,,Cash,,,,,368.9,,,,,,,,0
2022-12-14,基金,豆粕ETF华夏(159985.XSHE),多,31000股,31000股,1.895,58745,20100.38,1.247,-,0,-434,0股,52.01%,998507,5.88%
2022-12-14,基金,10年地债(511270.XSHG),多,5200股,5200股,108.174,562504.8,41623.89,100.169,-,0,504.4,0股,7.99%,998507,56.33%
2022-12-14,基金,纳指ETF(513100.XSHG),多,88800股,88800股,0.848,75302.4,-5615.61,0.911,-,0,888,0股,-6.94%,998507,7.54%
2022-12-14,基金,黄金ETF(518880.XSHG),多,35300股,35300股,3.963,139893.9,2574.12,3.89,-,0,1376.7,0股,1.87%,998507,14.01%
2022-12-14,股票,长江电力(600900.XSHG),多,2400股,2400股,20.65,49560,1688.38,19.947,-,0,24,0股,3.53%,998507,4.96%
2022-12-14,股票,农业银行(601288.XSHG),多,38800股,38800股,2.89,112132,4416.26,2.776,-,0,388,0股,4.1%,998507,11.23%
2022-12-14,,Cash,,,,,368.9,,,,,,,,0
2022-12-15,基金,豆粕ETF华夏(159985.XSHE),多,31000股,31000股,1.901,58931,20286.38,1.247,-,0,186,0股,52.49%,995665.2,5.92%
2022-12-15,基金,10年地债(511270.XSHG),多,5200股,5200股,108.152,562390.4,41509.49,100.169,-,0,-114.4,0股,7.97%,995665.2,56.48%
2022-12-15,基金,纳指ETF(513100.XSHG),多,88800股,88800股,0.835,74148,-6770.01,0.911,-,0,-1154.4,0股,-8.37%,995665.2,7.45%
2022-12-15,基金,黄金ETF(518880.XSHG),多,35300股,35300股,3.933,138834.9,1515.12,3.89,-,0,-1059,0股,1.1%,995665.2,13.94%
2022-12-15,股票,长江电力(600900.XSHG),多,2400股,2400股,20.52,49248,1376.38,19.947,-,0,-312,0股,2.88%,995665.2,4.95%
2022-12-15,股票,农业银行(601288.XSHG),多,38800股,38800股,2.88,111744,4028.26,2.776,-,0,-388,0股,3.74%,995665.2,11.22%
2022-12-15,,Cash,,,,,368.9,,,,,,,,0
2022-12-16,基金,豆粕ETF华夏(159985.XSHE),多,31000股,31000股,1.916,59396,20751.38,1.247,-,0,465,0股,53.7%,995493.2,5.97%
2022-12-16,基金,10年地债(511270.XSHG),多,5200股,5200股,107.17,557284,41603.09,99.169,-,0,93.6,0股,8.07%,995493.2,55.98%
2022-12-16,基金,纳指ETF(513100.XSHG),多,88800股,88800股,0.816,72460.8,-8457.21,0.911,-,0,-1687.2,0股,-10.45%,995493.2,7.28%
2022-12-16,基金,黄金ETF(518880.XSHG),多,35300股,35300股,3.915,138199.5,879.72,3.89,-,0,-635.4,0股,0.64%,995493.2,13.88%
2022-12-16,股票,长江电力(600900.XSHG),多,2400股,2400股,20.86,50064,2192.38,19.947,-,0,816,0股,4.58%,995493.2,5.03%
2022-12-16,股票,农业银行(601288.XSHG),多,38800股,38800股,2.9,112520,4804.26,2.776,-,0,776,0股,4.46%,995493.2,11.3%
2022-12-16,,Cash,,,,,5568.9,,,,,,,,0
2022-12-19,基金,豆粕ETF华夏(159985.XSHE),多,31000股,31000股,1.89,58590,19945.38,1.247,-,0,-806,0股,51.61%,992521.9,5.9%
2022-12-19,基金,10年地债(511270.XSHG),多,5200股,5200股,106.96,556192,40511.09,99.169,-,0,-1092,0股,7.86%,992521.9,56.04%
2022-12-19,基金,纳指ETF(513100.XSHG),多,88800股,88800股,0.813,72194.4,-8723.61,0.911,-,0,-266.4,0股,-10.78%,992521.9,7.27%
2022-12-19,基金,黄金ETF(518880.XSHG),多,35300股,35300股,3.942,139152.6,1832.82,3.89,-,0,953.1,0股,1.33%,992521.9,14.02%
